id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
707,0,Private,100,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,<=50K
708,4,Self-emp-not-inc,100,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
709,0,Private,100,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,3,United-States,<=50K
710,2,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
711,1,Private,100,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
712,3,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
713,1,Local-gov,100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
714,3,Federal-gov,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
715,2,Private,100,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,2,United-States,<=50K
716,2,Private,100,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
717,4,Local-gov,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
718,1,Local-gov,100,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,2,Portugal,<=50K
719,3,Self-emp-inc,100,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
720,3,Private,100,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,>50K
721,1,Private,100,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
722,1,State-gov,100,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
723,0,Private,100,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,Germany,<=50K
724,3,Self-emp-not-inc,100,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
725,1,Private,100,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,2,United-States,<=50K
726,2,Private,100,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,1,Guatemala,<=50K
727,1,Private,100,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,3,United-States,<=50K
728,2,Private,100,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,>50K
729,3,Private,100,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
730,0,Local-gov,100,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
731,2,Private,100,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
732,1,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
733,2,Private,100,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
734,3,Private,100,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
735,2,State-gov,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
736,1,Private,100,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,2,2,United-States,<=50K
737,2,Private,100,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
738,2,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
739,2,Private,100,Bachelors,13,Never-married,Sales,Not-in-family,Other,Female,0,0,3,United-States,>50K
740,2,Private,100,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
741,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,4,3,United-States,<=50K
742,0,Private,100,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
743,0,Private,100,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,2,United-States,<=50K
744,3,Private,100,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,>50K
745,2,Self-emp-inc,100,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
746,0,Private,100,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,1,0,2,United-States,<=50K
747,4,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
748,0,Private,100,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,<=50K
749,4,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
750,0,Private,100,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
751,3,Private,100,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,>50K
752,2,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,England,>50K
753,2,Private,100,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
754,0,Private,100,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,2,1,United-States,<=50K
755,4,Self-emp-not-inc,100,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,0,United-States,<=50K
756,1,Private,100,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
757,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,>50K
758,3,Private,100,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,2,United-States,<=50K
759,1,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,3,United-States,>50K
760,0,Private,100,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
761,1,Private,100,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
762,0,Private,100,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Male,0,0,2,United-States,<=50K
763,2,Private,100,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
764,0,Private,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
765,0,Private,100,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
766,3,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,4,Italy,<=50K
767,2,Private,100,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
768,4,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
769,4,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
770,3,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
771,3,Private,100,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,2,United-States,<=50K
772,1,Private,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
773,1,Private,100,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
774,1,Private,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,3,United-States,<=50K
775,4,Private,100,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,1,2,United-States,>50K
776,4,Private,100,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
777,2,Private,100,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K
778,2,Private,100,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
779,0,Self-emp-inc,100,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
780,2,Private,100,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
781,3,Private,100,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,2,United-States,>50K
782,1,Private,100,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
783,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
784,4,Private,100,11th,7,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
785,0,Private,100,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
786,2,Private,100,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,>50K
787,0,Private,100,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
788,4,Private,100,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
789,1,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
790,3,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
791,4,Local-gov,100,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
792,3,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
793,2,Private,100,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
794,2,Local-gov,100,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
795,2,Private,100,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
796,1,Private,100,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
797,4,Private,100,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
798,1,Private,100,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
799,3,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
800,3,State-gov,100,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,3,United-States,>50K
801,1,Private,100,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
802,1,Local-gov,100,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
803,4,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
804,1,Private,100,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
805,3,Private,100,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,>50K
806,0,Private,100,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
807,2,Private,100,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,Mexico,<=50K
808,3,Private,100,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
809,1,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
810,0,Private,100,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
811,0,Private,100,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
812,0,Private,100,11th,7,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
813,2,Private,100,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
814,1,Self-emp-not-inc,100,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
815,0,Private,100,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,3,United-States,<=50K
816,4,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
817,3,Self-emp-not-inc,100,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,4,2,China,>50K
818,3,Private,100,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,1,United-States,<=50K
819,2,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
820,0,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,0,United-States,<=50K
821,2,Private,100,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
822,2,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
823,0,Private,100,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
824,3,Private,100,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
825,1,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,2,Philippines,>50K
826,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
827,1,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,3,United-States,<=50K
828,4,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
829,0,Private,100,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K
830,1,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
831,3,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,2,United-States,<=50K
832,1,Private,100,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,1,0,2,United-States,<=50K
833,3,Private,100,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,1,United-States,<=50K
834,1,Self-emp-not-inc,100,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
835,1,Private,100,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,India,<=50K
836,2,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,>50K
837,2,Self-emp-not-inc,100,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,>50K
838,2,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
839,3,Private,100,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,3,United-States,<=50K
840,0,Private,100,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,3,United-States,<=50K
841,1,Private,100,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
842,4,Local-gov,100,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
843,3,Self-emp-not-inc,100,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
844,0,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,<=50K
845,1,Private,100,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
846,1,Private,100,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
847,3,Private,100,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
848,2,Private,100,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
849,0,Private,100,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,0,United-States,<=50K
850,2,Self-emp-not-inc,100,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
851,1,Private,100,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
852,3,Self-emp-not-inc,100,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
853,1,Private,100,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
854,0,Private,100,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,2,United-States,<=50K
855,2,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
856,2,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,3,South,<=50K
857,4,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
858,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
859,0,Private,100,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
860,2,Private,100,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Mexico,<=50K
861,2,Private,100,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
862,2,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
863,3,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
864,0,Private,100,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
865,1,Private,100,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,2,Guatemala,<=50K
866,2,Private,100,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
867,0,Private,100,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
868,3,Local-gov,100,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
869,0,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,Mexico,<=50K
870,2,Private,100,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,>50K
871,2,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
872,3,Private,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
873,2,Private,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,4,2,United-States,>50K
874,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
875,1,Private,100,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,>50K
876,1,Private,100,Assoc-acdm,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
877,1,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
878,2,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
879,0,Private,100,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
880,3,Local-gov,100,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K
881,2,Self-emp-inc,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,3,2,United-States,>50K
882,2,Private,100,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K
883,2,Self-emp-not-inc,100,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
884,2,State-gov,100,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
885,2,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
886,3,Private,100,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
887,3,Private,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
888,2,Private,100,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
889,2,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
890,1,Local-gov,100,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
891,1,Self-emp-not-inc,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
892,2,Private,100,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
893,0,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
894,1,Private,100,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
895,1,Private,100,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,Mexico,<=50K
896,2,Private,100,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
897,1,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
898,1,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
899,3,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
900,3,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,India,>50K
901,2,Private,100,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
902,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K
903,1,Private,100,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,1,United-States,<=50K
904,4,Private,100,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,4,2,United-States,>50K
905,2,Private,100,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,4,United-States,<=50K
906,0,Private,100,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,2,0,2,United-States,<=50K
907,2,State-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
908,4,Private,100,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,1,0,2,United-States,<=50K
909,1,Private,100,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
910,3,Private,100,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
911,0,Private,100,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
912,0,Private,100,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
913,4,Self-emp-not-inc,100,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
914,2,Local-gov,100,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,>50K
915,4,Private,100,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
916,2,Private,100,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,1,United-States,<=50K
917,3,Private,100,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
918,2,Private,100,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
919,3,Private,100,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,1,0,2,United-States,<=50K
920,3,Private,100,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1,2,United-States,<=50K
921,2,Private,100,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
922,3,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,>50K
923,1,Private,100,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
924,4,Private,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
925,2,Private,100,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
926,3,Federal-gov,100,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,>50K
927,2,Private,100,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
928,2,Self-emp-inc,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
929,0,Private,100,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
930,3,Private,100,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,4,United-States,>50K
931,0,Local-gov,100,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,United-States,<=50K
932,1,Private,100,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
933,4,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
934,4,Private,100,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
935,3,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,3,United-States,>50K
936,1,Private,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,Germany,<=50K
937,1,Private,100,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
938,3,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,>50K
939,2,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
940,3,Private,100,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
941,1,Private,100,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,2,United-States,>50K
942,3,Private,100,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
943,0,Private,100,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
944,0,Private,100,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
945,2,Private,100,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,Japan,<=50K
946,3,Local-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
